GENETIC ANALYSIS;TRIMERA;;;;
GENOVA PROPERTY GROUP;UNWRAP FINANCE;;;;
GIGASUN;VA AUTOMOTIVE;;;;
GLYCOREX TRANSPLANTATION B;VARMLANDS FINANS'B';;;;
GOLD TOWN GAMES;VASTSVENSK LOGISTIK;;;;
GOMERO GROUP;VIGMED HOLDING;;;;
GOMSPACE GROUP;VKG ENERGY SERVICES;;;;
GOOBIT GROUP;WATER JET SWEDEN;;;;
GOODBYE KANSAS GROUP;WIEMA;;;;
GOTLAND ART & DESIGN;WORLD CL.SEAGULL INTL.;;;;
GRANGEX;XEZZEX;;;;
GREEN LANDSCAPING GROUP;XRF ANALYTICAL 'B';;;;
GREENMERC B;XTRACOM CNSL.GROUP 'B';;;;
GRUVAKTIEBOLAGET VISCARIA B;Y C O BUSINESS PARTNERS;;;;
GUARD THERAPEUTICS INTERNATIONAL;YIELD LIFE SCIENCE;;;;
GULLBERG & JANSSON;ZETADISPLAY;;;;
H100 GROUP;3L SYSTEM;;;;
HAKI SAFETY B;A3 ALLMANNA IT- OCH TELEKOMAKTIEBOLAGET;;;;
HAMLET BIOPHARMA;ACANDO B;;;;
HAYPP GROUP;ACCELERATOR NORDIC 'B';;;;
HEBA FASTIGHETS B;ADVENTURE BOX TECHNOLOGY;;;;
HEDERA GROUP;AEROCRINE 'B';;;;
HELIOSPECTRA;AGROMINO;;;;
HEMPLY BALANCE HOLDING;ALELION ENERGY SYSTEMS AB;;;;
HERNO GIN B;ALIGRO PLANET ACQUISITION COMPANY A;;;;
HEXATRONIC GROUP;ALLARITY THERAPEUTICS;;;;
HF REVERSE (RTO) B;ALLGON B;;;;
HIGH COAST DISTILLERY B;ALLIANCE OIL SDB;;;;
HILBERT GROUP B;ALLTAINER;;;;
HOLDFLIGHT;ALTECO MEDICAL;;;;
HOMEMAID B;AMNIOTICS;;;;
HOODIN;ANIMA GROUP B;;;;
HOTEL FAST SSE;APRENDERE SKOLOR;;;;
HULTSTROM GROUP B;AQUA TERRENA INTL.;;;;
HUMANA;ASARINA PHARMA;;;;
HUMBLE GROUP;ASPIRE GLOBAL;;;;
I-TECH;ASPIRO;;;;
ICONOVO;AU HOLDING;;;;
IDUN INDUSTRIER B;AURIANT MINING;;;;
IMAGE SYSTEMS;AVAILO;;;;
IMHO INTERMEDIA HOUSE B;AVEGA GROUP 'B';;;;
IMMUNOVIA;AWARDIT;;;;
IMPACT COATINGS;AYIMA GROUP B;;;;
IMPLANTICA SDR A;BACKAHEDEN FASTIGHETS;;;;
INCOAX NETWORKS;BESQAB;;;;
INEV STUDIOS;BIOKRAFT INTERNATIONAL;;;;
INFANT BACTERIAL THERAPEUTICS B;BIOTAGE;;;;
INFREA;BLACK EARTH FARMING SDB;;;;
INHALATION SCIENCES SWEDEN;BORE TECH;;;;
INISSION B;BRANDBEE HOLDING;;;;
INITIATOR PHARMA;BRICKNODE HOLDING B;;;;
INTEA FASTIGHETER D;CAPIO;;;;
INTERVACC;CARBIOTIX;;;;
INVENT MEDIC SWEDEN;CASSANDRA OIL;;;;
INXL INNOVATION;CAVOTEC;;;;
IRISITY;CHERRY B;;;;
IRLAB THERAPEUTICS A;CHROMOGENICS;;;;
ISOFOL MEDICAL;CINIS FERTILIZER;;;;
ITAB SHOP CONCEPT B;CINNO FIN TECH;;;;
IZAFE GROUP B;CIRCLE ENERGY SWEDEN B;;;;
JLT MOBILE COMPUTERS;CLEAN INDUSTRY SOLUTIONS HOLDING EUROPE;;;;
JOHN MATTSON FASTIGHETSFORETAGEN;CLINE SCIENTIFIC B;;;;
JONDETECH SENSORS;COALA-LIFE GROUP;;;;
K-FAST HOLDING B;COLABITOIL SWEDEN;;;;
KABE GROUP B;COLLECTOR;;;;
KAKEL MAX B;COM HEM HOLDINGS;;;;
KALLEBACK PR.INVT.;CONCENT HOLDING;;;;
KAMBI GROUP LTD.SHARES;CONNECTA;;;;
KARNELL GROUP B;CORTUS ENERGY;;;;
KATALYSEN VENTURES;CR VENTURES;;;;
KB COMPONENTS;CREATIVE ANBIO.SWEDEN;;;;
KEBNI B;CS MEDICA;;;;
KENTIMA HOLDING;CWS COMFORT WINDOW;;;;
KINDA BRAVE ENTERTAINMENT GROUP;CYBAERO;;;;
KJELL GROUP;CYXONE;;;;
KNOWIT;DAGON;;;;
KONTIGO CARE;DEVERSIFY HEALTH;;;;
KOPPARBERGS BRYGGERI B;DGC ONE;;;;
KVIX;DIBS PAYMENT SER.;;;;
LAMMHULTS DESIGN GROUP B;DORO;;;;
LAPPLAND GULDPROSPEKTERING B;DUEARITY;;;;
LEVEL BIO;EDGEWARE;;;;
LIDDS;EEVIA HEALTH;;;;
LIFECLEAN INTERNATIONAL;ELOS MEDTECH B;;;;
LIGHTAIR;ELVERKET VALLENTUNA;;;;
LIME TECHNOLOGIES;EMPLICURE;;;;
LINK PROP INVEST;EUROCON CONSULTING;;;;
LIPIGON PHARMACEUTICALS;EXEOTECH INVEST;;;;
LIPUM;EXINI DIAGNOSTICS 'A';;;;
LITIUM;FEELGOOD SVENSKA;;;;
LN FUTURE INVEST;FENIX OUTDOOR 'B';;;;
LOHILO FOODS;FOLLOWIT HOLDING;;;;
LOVISAGRUVAN;GENESIS IT;;;;
LOYAL SOLUTIONS;GHP SPECIALTY CARE;;;;
LUMENRADIO;GODSINLOSEN NORDIC;;;;
LUMITO;GULDADAM;;;;
LUXBRIGHT;GUNNEBO;;;;
LYCKEGARD GROUP;HALDEX;;;;
LYKO GROUP A;HAMMAR INVEST 'B';;;;
M O B A NETWORK;HAMMARBY BANDY;;;;
MAG INTERACTIVE;HEMFOSA FASTIGHETER;;;;
MAHA CAPITAL A;HIQ INTERNATIONAL;;;;
MALMBERGS ELEKTRISKA B;HOGANAS 'B';;;;
MANTEX;HOUSE OF FRIENDS;;;;
MASHUP IRELAND;HQ;;;;
MAXIMUM ENTERTAINMENT B;HUBBSTER GROUP;;;;
MEDCLAIR;HUMAN CARE H C;;;;
MEDIACLE GROUP;ICA GRUPPEN;;;;
MEDIVIR B;IDOGEN;;;;
MEDS APOTEK;IMSYS;;;;
METACON;INDL.& FINL.SYS.'B';;;;
MICROPOS MEDICAL;INSPLANET;;;;
MIDSUMMER;INTERNATIONELLA ENGELSKA SKOLAN I SV;;;;
MILDEF GROUP;IRRAS;;;;
MOBERG PHARMA;ISCONOVA;;;;
MODELON;JETPAK TOP HOLDING;;;;
MODUS THERAPEUTICS HOLDING;KAPPAHL;;;;
MOFAST;KARO PHARMA;;;;
MOMENT GROUP;KEYNOTE MEDIA GROUP;;;;
MOMENTUM GROUP B;KLICK DATA B;;;;
MONIVENT;KOGGBRON FASTIGHETER;;;;
MOVEBYBIKE EUROPE;KOPY GOLDFIELDS;;;;
MRESELL HOLDING;LABS2GROUP;;;;
MY BEAT;LAPPLAND GOLDMINERS;;;;
NANOECHO;LEARNING 2 SLEEP L2S;;;;
NANOLOGICA;LIFEASSAYS B;;;;
NATTARO LABS;LYYN;;;;
NAXS;MACKMYRA SVENSK WHISKY B;;;;
NEDERMAN HOLDING;MBRS GROUP;;;;
NELLY GROUP;MEDCORE;;;;
NEOBO FASTIGHETER;MEDFIELD DIAGNOSTICS;;;;
NEOLA MEDICAL;MELTRON;;;;
NEPA AB;MERTIVA A;;;;
NET INSIGHT B;MINERAL INVEST INTL.;;;;
NETEL HOLDING;MISEN ENERGY;;;;
NEW BUBBLEROOMSWEDEN;MODUL 1 DATA;;;;
NEW NORDIC HEALTHBRANDS;MORETIME;;;;
NEWBURY PHARMACEUTICALS;MOTION DPY.SCANDINAVIA;;;;
NEXAR GROUP;MOVE ABOUT GROUP;;;;
NEXTCELL PHARMA;MQ HOLDING;;;;
NFO DRIVES AB (PUBL);MULTIQ INTERNATIONAL;;;;
NGS GROUP;MVV HOLDING AB;;;;
NIDHOGG RESOURCES HOLDING;NETMORE GROUP;;;;
NILORNGRUPPEN B;NEWLIST;;;;
NILSSON SPECIAL VEHICLES;NGAGE GROUP;;;;
NITRO GAMES;NILAR INTERNATIONAL;;;;
NIUTECH GROUP;NISCHER PROPERTIES;;;;
NIVIKA FASTIGHETER B;NORDIC ELT.PROCUREMENT;;;;
NOBIA;NORDIC MINES;;;;
NODEBIS APPLICAT;NORDIC SER.PTNS.HDG.'B';;;;
NORD INSURETECH GROUP;NORDIC WATERPROOFING HOLDING;;;;
NORDIC FLANGES GROUP;NORTHBAZE GROUP;;;;
NORDIC IRON ORE;NORTHGOLD;;;;
NORDITEK GROUP;NOVACAST TECHS.'B';;;;
NORDREST HOLDING;NUEVOLUTION;;;;
NORTHERN CAPSEK VENTURES;OMNICAR HOLDING;;;;
NOSIUM B;ORIFLAME HOLDING;;;;
NOTE;OSCAR PROPERTIES HOLDING;;;;
NOVAKAND PHARMA;PA RESOURCES 'B';;;;
NOVUS GROUP INTERNATIONAL;PANAXIA SECURITY;;;;
NOWONOMICS;PAYDRIVE;;;;
OBDUCAT B;PEPINS GROUP;;;;
OBSERVIT;PERMASCAND TOP HOLDING;;;;
ODI PHARMA;PHARMIVA;;;;
ODINWELL;PHONE FAMILY;;;;
ONCOPEPTIDES;PLEXIAN;;;;
ONCOZENGE;PMD DEVICE SOLUTIONS;;;;
ONEFLOW;POLYPLANK;;;;
ONLINE BRANDS NORDIC;PROBI;;;;
OODA AI;PROFFICE 'B';;;;
OPTER;PROSTALUND HOLDING;;;;
OPTICEPT TECHNOLOGIES;QLOSR GROUP B;;;;
OPTIMOBILE;RASTA GROUP;;;;
ORESUND INVESTMENT;RENEWCELL;;;;
OREXO;RESQUNIT;;;;
ORGANOCLICK;RIZZO GROUP B;;;;
ORTELIUS INTERNATIONAL;RW CAPITAL;;;;
ORTOMA B;SAS;;;;
OURLIVING;SCANIA 'B';;;;
OVZON;SECITS HOLDING;;;;
OXE MARINE;SELENA OIL & GAS HOLDING;;;;
PAXMAN;SEMCON;;;;
PERPETUA MEDICAL B;SENSOR ALARM NORDEN;;;;
PEXA B;SERNEKE B;;;;
PHARMALUNDENSIS;SERVAGE 'B';;;;
PHOTOCAT;SHORTCUT MEDIA;;;;
PHYSITRACK;SIGMA B;;;;
PIERCE GROUP;SIGNATUR FASTIGHETER B;;;;
PILA PHARMA;SIGNUP SOFTWARE;;;;
PIXELFOX;SKOGSFOND BALTIKUM;;;;
POLYGIENE GROUP;SLEEPO;;;;
POWERCELL SWEDEN;SMART EN.SWEDEN GROUP;;;;
PRECISE BIOMETRICS;SMART VALOR SDR;;;;
PRECOMP SOLUTIONS B;SPORTJOHAN B;;;;
PREVAS B;SRAB SHIPPING 'B';;;;
PRISMA PROPERTIES;SSM HOLDING;;;;
PROACT IT GROUP;STRAX;;;;
PROFILGRUPPEN B;STREAMIFY;;;;
PROFOTO HOLDING;SWEDISH STIRLING;;;;
PROLIGHT DIAGNOSTICS;SWEDOL B;;;;
PROMIMIC;SWEMET B;;;;
PROSTATYPE GENOMICS;TENDO;;;;
PROVIDE IT SWEDEN;TETHYS OIL;;;;
PUBLICVC RTO1 B;TH1NG;;;;
Q-LINEA;THE MARKETING GR;;;;
QBIM;TIGRAN TECHNOLOGIES;;;;
QBNK HOLDING;TILGIN;;;;
QIIWI GAMES;TRANSCOM WW;;;;
QLIFE HOLDING;TRANSMODE;;;;
QLIRO;TRE KRONOR PROPERTY INVESTMENT;;;;
QLUCORE;TRENTION;;;;
QUALISYS HOLDING AKTIEBOLAG;TRIG MEDIA GROUP;;;;
RAILCARE GROUP;TRUSTBUDDY INTERNATIONAL;;;;
RAKETECH GROUP HOLDING;TRYGGA HEM SKANDINAVIEN;;;;
RANPLAN GROUP;VICTORIA PARK A;;;;
RAYSEARCH LABORATORIES B;VIVOLINE MEDICAL;;;;
REAL FASTIGHETER B;WIKING MINERAL;;;;
REALFICTION HOLDING;WILLAK;;;;
RECYCTEC HOLDING B;XCOUNTER (OME);;;;
REDSENSE MEDICAL;ZICCUM;;;;
REFINE GROUP;ZIGNSEC;;;;
RELEVANCE COMMUNICATION NORDIC;A+ SCIENCE HOLDING;;;;
RENTUNDER HOLDING;A-COM;;;;
ROTTNEROS;ABLIVA;;;;
RUGVISTA GROUP;ACAP INVEST 'B';;;;
RVRC HOLDING;AGELLIS GROUP;;;;
S2MEDICAL;AKELIUS RESIDENTIAL PROPERTY D;;;;
SAFE AT SEA;ALLENEX;;;;
SAFE LANE GAMING B;ALTERO 'B';;;;
SAFELLO GROUP;AMBIA TRADING GROUP;;;;
SAFETURE;AQERI HOLDING;;;;
SAGA A;ARCAROMA B;;;;
SALTX TECHNOLOGY HOLDING B;ARCEDE PHARMA;;;;
SAMTRYGG GROUP B;AVENTURA GROUP B;;;;
SANIONA;AZELIO;;;;
SARSYS;BELLPAL HOLDING ABA;;;;
SAVELEND GROUP;BERGS TIMBER B;;;;
SAXLUND GROUP;BETTING PROM.SWEDEN;;;;
SBF BOSTAD A;BIOSENSOR APPS.SWEDEN 'A';;;;
SCAND ENVIRO SYS;BIOTECH-IGG;;;;
SCANDBOOK HOLDING;BOGIO TECHNOLOGIES;;;;
SCANDIDOS;BORAS WAFVERI 'B';;;;
SCANDINAVIAN CHEMOTECH;BRINGWELL INTERNATIONAL;;;;
SCIBASE HOLDING;BRINOVA FASTIGHETER;;;;
SCOUT GAMING GROUP;BUILDDATA GROUP;;;;
SEAFIRE;BYGGFAKTA GROUP NORDIC HOLDCO;;;;
SEAMLESS DISTRIBUTION SYSTEMS;CALLIDITAS THERAPEUTICS;;;;
SEATWIRL;CALMARK SWEDEN B;;;;
SEDANA MEDICAL;CAPILON;;;;
SEHED BYGGMASTARGRUPPEN B;CELLPOINT CONNECT;;;;
SENSODETECT;CISION;;;;
SENSYS GATSO GROUP;COMPUTER INNOVATION I VAXJO;;;;
SENZAGEN;CONCENTRIC;;;;
SENZIME;CONCORDIA MARITIME B;;;;
SERSTECH;CREASPAC;;;;
SHT SMART HIGH-TECH B;CRYPTZONE;;;;
SIBEK;CYBERCOM GROUP EUROPE;;;;
SILEON;DANCANN PHARMA;;;;
SILJANSVIK;DANNEMORA MINERAL;;;;
SIMRIS GROUP B;DDM HOLDING;;;;
SINTERCAST;DELTA MINERALS;;;;
SKANE-MOLLAN;DIAGONAL BIO;;;;
SKOLON;DIGNITANA;;;;
SLEEP CYCLE;DUG FOODTECH;;;;
SLOTTSVIKEN B;ECO BYGGOLIT;;;;
SMART EYE;ECTIN RESEARCH B;;;;
SOCIALLITE US;EUROPEAN INSTITUTE OF SCIENCE B;;;;
SOFTRONIC B;EVERYSPORT GROUP;;;;
SOLIDX;FANTASMA GAMES;;;;
SOLNABERG PROPERTY;FDT SYSTEM HOLDING;;;;
SOLTECH ENERGY;FORTNOX AB;;;;
SONETEL;FUNDIOR;;;;
SOTKAMO SILVER;GET GROUP;;;;
SOUND DIMENSION;GEVEKO 'B';;;;
SPECTRACURE;GINGER OIL;;;;
SPECTRUMONE;GOTENEHUS GROUP B;;;;
SPERMOSENS;H1 COMMUNICATION 'B';;;;
SPOTLIGHT GROUP;HANDICARE GROUP;;;;
SPOTR GROUP;HEDSON TECHS.INTL.;;;;
SPRINT BIOSCIENC;HEMBLA B;;;;
STAR VAULT B;HEMTEX;;;;
STARBREEZE B;HOYLU;;;;
STAYBLE THERAPEUTICS;HUBSO GROUP;;;;
STENHUS FASTIGHETER I NORDEN;I A R SYSTEMS GROUP B;;;;
STILLE;IMPLEMENTA SOL;;;;
STILLFRONT GROUP;INVUO TECHNOLOGIES;;;;
STOCKWIK FORVALTNING;ITALEAF SDR;;;;
STUDENTBOSTADER I NORDEN;KINDRED GROUP SDR;;;;
STUDSVIK;KUNGSLEDEN;;;;
SUMMA DEFENCE (OME);LAURITZ COM GROUP;;;;
SUNTRADE GROUP;LEO VEGAS;;;;
SURGICAL SCIENCE SWEDEN;LINKFIRE;;;;
SUSTAINION GROUP;LIPIDOR;;;;
SVEDBERGS GROUP B;MABI RENT;;;;
SVENSKA AEROGEL HOLDING;MAXPEAK;;;;
SWEDEN BUYERSCLUB;MEDA 'A';;;;
SWEDENCARE;MEDHELP CARE;;;;
SYNACT PHARMA;MEDIROX 'A';;;;
SYNEXO GROUP;MELKER SCHORLING;;;;
SYNTHETIC MR;MESTRO;;;;
TALKPOOL;METABOLIC NORDIC;;;;
TCECUR SWEDEN A;MOBI SDB DRC;;;;
TELLUSGRUPPEN;MOD.EKNOMI.SVER.HLDG.;;;;
TEMPEST SECURITY;MR GREEN &;;;;
TENEO AI;MULTIDOCKER CGO.HADG.;;;;
TEQNION;NCS NDC.CAMPING & SPS.;;;;
TERRANOR GROUP;NEODYNAMICS;;;;
TESSIN NORDIC HOLDING;NETENT ORD SHS;;;;
TITANIA HOLDING B;NGENIC;;;;
TOBII AB;NIMUTAN;;;;
TOUCHTECH;NORDAX GROUP;;;;
TRACTION B;NORDIC PAPER HOLDING;;;;
TRADEDOUBLER;NORDIC WATERPROOFING HOLDING;;;;
TRAIN ALLIANCE B;NORDNET 'B';;;;
TRAINIMAL;NORVA24 GROUP;;;;
TRANSFER GROUP;OPUS GROUP;;;;
TRANSIRO HOLDING;ORASOLV;;;;
TRANSTEMA;ORC GROUP;;;;
TRIBOX GROUP B;OX2;;;;
TRIONA;PAGERO GROUP;;;;
TRUECALLER B;PARTNERTECH;;;;
TURA GROUP;PETROGRAND;;;;
UNIBAP SPACE SOLUTIONS;PHASE HOLOGRAPHIC IMAGING PHI;;;;
UNLTD.TRAVEL GROUP;PHTH.&.DEV.WRLS. SWD. HLDG.B;;;;
UPSALES TECHNOLOGY;PROJEKTENGAGEMANG SWEDEN B;;;;
USWE SPORTS;QUIA PHARMA;;;;
VALUNO GROUP;RADISSON HOSPITALITY;;;;
VASTRA HAMNEN CORPORATE FINANCE;RAYBASED;;;;
VERTISEIT B;RAYTELLIGENCE;;;;
VESTUM;READLY INTERNATIONAL;;;;
VETERANPOOLEN B;READSOFT 'B';;;;
VIAPLAY GROUP B;RECIPHARM B;;;;
VICORE PHARMA HOLDING;REDWOOD PHARMA;;;;
VIKING SUPPLY SHIPS B;RELATION AND BRAND 'B';;;;
VIMAB GROUP;RESURS HOLDING;;;;
VIVA WINE GROUP;RIGHTBRIDGE VENTURES GROUP;;;;
VNV GLOBAL;RLS GLOBAL;;;;
VO2 CAP HOLDING;RORVIK TIMBER;;;;
W5 SOLUTIONS;SANITEC;;;;
WALL TO WALL GROUP A;SCANDINAVIAN ORGS.;;;;
WAYSTREAM GROUP;SCANDION ONCOLOGY;;;;
WHITE PEARL TECHNOLOGY GROUP B;SELECTIMMUNE PHARMA B;;;;
WHITE PEBBLES B;SENSIDOSE;;;;
WISE GROUP;SENSORI;;;;
WONDERBOO HOLDING;SOZAP ORDS;;;;
WYLD NETWORKS;SPORTAMORE;;;;
XANO INDUSTRI B;SVENSKA NYTTOBOSTADER;;;;
XBRANE BIOPHARMA;SVERIGES BOSTADSRATTSCENTRUM;;;;
XINTELA;SYDSVENSKA HEM;;;;
XMREALITY;TITANA;;;;
XOMA B;TOPRIGHT NORDIC;;;;
XP CHEMISTRIES;TOWORK SVERIGE;;;;
XVIVO PERFUSION;TRACTECHNOLOGY;;;;
ZENICOR MEDICAL SYSTEMS;TRANSCOM WWD.SDB.B;;;;
ZINZINO HOLDING B;TRIBONA;;;;
VERISURE;TRUSTBUDDY;;;;
TF BANK;UNIFLEX B;;;;
HYBRICON;URB-IT;;;;
LOGISTRI FASTIGHETS B;VEF SDR;;;;
NYAB;WILSON THERAPEUTICS;;;;
EUROBATTERY MINERALS;;;;;
GIG SOFTWARE SDR;;;;;
LEA BANK;;;;;
NANEXA;;;;;
VIDHANCE;;;;;
CHOSA ONCOLOGY;;;;;
GENTOO MEDIA;;;;;
INSPLORION;;;;;
MENDOLE;;;;;
PREBONA;;;;;
SJOSTRAND COFFEE INT B;;;;;
SJOSTRAND COFFEE INT B;;;;;
