"ABB A DEAD - DELIST.20/05/92 - TOT RETURN IND"
"AGA B DEAD - DELIST 20/04/00 - TOT RETURN IND"
"AHUSGLASS B DEAD - DELIST 30/09/02 - TOT RETURN IND"
"AINAX DEAD - TAKEOVER 870812 - TOT RETURN IND"
"ALFASKOP DEAD - DELIST 18/09/01 - TOT RETURN IND"
"AMAGO CAPITAL DEAD - 20/10/08 - TOT RETURN IND"
"ANTICIMEX DEAD - DELIST.19/08/92 - TOT RETURN IND"
"ARENA PERSONAL DEAD - 05/02/09 - TOT RETURN IND"
"ARGONAUT A DEAD - DELIST.17/06/92 - TOT RETURN IND"
"ARJO DEAD - DELIST.01/12/95 - TOT RETURN IND"
"ARK TRAVEL DEAD - 08/02/08 - TOT RETURN IND"
"ASSIDOMAN DEAD - 25/01/02 - TOT RETURN IND"
"ASTRA 'B' DEAD - DELIST 23/04/99 - TOT RETURN IND"
"ATLANTICA FRB. DEAD - T/O SEE 756293 - TOT RETURN IND"
"AUTOLIV DEAD - DELIST 09/05/97 - TOT RETURN IND"
"AVALON INNOVATION 'B' DEAD - 07/02/11 - TOT RETURN IND"
"AVESTAPOLARIT (OME) DEAD - DELIST 31/12/02 - TOT RETURN IND"
"BEDMINSTER B DEAD - 07/05/03 - TOT RETURN IND"
"BERGALIDEN BF DEAD - DELIST.17/03/95 - TOT RETURN IND"
"BFE BENIMA FERATOR ENGR. DEAD - DELIST 12/11/98 - TOT RETURN IND"
"BIACORE INTERNATIONAL DEAD - 13/09/06 - TOT RETURN IND"
"BIORA DEAD - DEAD-04/07/03 - TOT RETURN IND"
"BLUEMARX DEAD - DELIST 14/05/02 - TOT RETURN IND"
"BNL INFORMATION B DEAD - DELIST.12/06/92 - TOT RETURN IND"
"BORAS WAFVERI B DEAD 04/01/93 USE 504060 - TOT RETURN IND"
"BOSTADS AB DROTT DEAD - 01/10/04 - TOT RETURN IND"
"BPA A DEAD - DELIST.22/06/92 - TOT RETURN IND"
"BRAND NEW WORLD B DEAD - DELIST 31/01/02 - TOT RETURN IND"
"BRIO 'B' DEAD - 13/06/11 - TOT RETURN IND"
"BT INDUSTRIES DEAD - DELIST.14/07/00 - TOT RETURN IND"
"BULTEN B DEAD - DELIST 16/02/01 - TOT RETURN IND"
"CARAN 'B' DEAD - DELIST 19/02/99 - TOT RETURN IND"
"CARTESIA INFO.STEKNIK B DEAD - 21/03/03 - TOT RETURN IND"
"CELSIUS B DEAD - DELIST 20/03/00 - TOT RETURN IND"
"CELTICA FASTIGHETS DEAD - DEAD-25/0703 - TOT RETURN IND"
"COLDATOR FRESHCOOL INTL. B - TOT RETURN IND"
"COLUMNA DEAD - DELIST 12/10/01 - TOT RETURN IND"
"COMEXCHANGE DEAD - DELIST 13/09/00 - TOT RETURN IND"
"CONATO AF DEAD - DELIST.06/03/92 - TOT RETURN IND"
"COUNTERMINE 'B' DEAD - 29/11/10 - TOT RETURN IND"
"DAHL INTL. DEAD - DELIST 16/04/99 - TOT RETURN IND"
"DATEMA BF DEAD - DELIST.08/02/93 - TOT RETURN IND"
"DECIM B DEAD - DELIST.17/12/02 - TOT RETURN IND"
"DIAL N' SMILE DEAD - DELIST.22/11/02 - TOT RETURN IND"
"DIAL NXT GROUP DEAD - 16/01/02 - TOT RETURN IND"
"DIGITAL ILLUSIONS DEAD - 02/10/06 - TOT RETURN IND"
"DILIGENTIA DEAD - DELIST 16/08/00 - TOT RETURN IND"
"DIMENSION DEAD - 20/02/04 - TOT RETURN IND"
"EPSILON B DEAD - DELIST 17/04/03 - TOT RETURN IND"
"ESSELTE B DEAD - DELIST 31/07/02 - TOT RETURN IND"
"ESSELTE B DEAD - DELIST.06/07/92 - TOT RETURN IND"
"EUROC IND. A DEAD 04/01/93 USE 779124 - TOT RETURN IND"
